label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62
A,0.0,0.0,1.846706509590149,-0.27874886989593506,-0.004489887971431017,0.603253960609436,-0.5705162286758423,-0.21163450181484222,0.060782112181186676,-0.6882365942001343,-0.5320106148719788,-0.5270993113517761,-0.5758457183837891,-0.7676641345024109,-0.8596348166465759,-0.5045982003211975,-0.6040548086166382,1.9177016019821167,-0.533937394618988,-0.84552401304245,-0.04037640243768692,-0.4583480656147003,-0.6042826175689697,-1.1913847923278809,-0.4218652546405792,-0.4349208474159241,-1.687921404838562,-0.344801127910614,-0.667370080947876,1.733499526977539,-0.3550359606742859,-0.9077214002609253,-0.36581408977508545,-0.28527769446372986,-0.5723525881767273,-0.8671594858169556,-0.27488958835601807,-0.39034104347229004,-0.6454945802688599,-0.19215892255306244,-0.6953635811805725,1.1734578609466553,-0.19250378012657166,-0.9112758636474609,-0.9604620337486267,-0.14342665672302246,-0.5689030289649963,-0.5009273290634155,-0.14510148763656616,-0.3807055652141571,0.4473534822463989,-0.031186092644929886,-0.6831566095352173,0.4974687099456787,-0.04093075916171074,-0.8407107591629028,-0.8027463555335999,-0.017185039818286896,-0.5932268500328064,-0.298638254404068,-0.027880432084202766,-0.4379013478755951,0.4674379527568817
A,0.0,0.0,1.8560372591018677,-0.27975255250930786,-0.0031614028848707676,0.6003216505050659,-0.5713930130004883,-0.2116309255361557,0.048325784504413605,-0.687528669834137,-0.5332587957382202,-0.5495467782020569,-0.5739262104034424,-0.7701752185821533,-0.8882366418838501,-0.5073028802871704,-0.6079540252685547,1.932721495628357,-0.5325039625167847,-0.8464275598526001,-0.03278309106826782,-0.4606054723262787,-0.5987984538078308,-1.1666420698165894,-0.43029922246932983,-0.4343172013759613,-1.656054139137268,-0.3465905785560608,-0.6697380542755127,1.743381142616272,-0.3562600314617157,-0.9091281294822693,-0.3586385250091553,-0.28942084312438965,-0.5702410936355591,-0.8485165238380432,-0.28341391682624817,-0.39405956864356995,-0.625196635723114,-0.19284476339817047,-0.6965137124061584,1.1732704639434814,-0.1927420049905777,-0.9133195281028748,-0.9728378057479858,-0.14392130076885223,-0.5672411918640137,-0.5022287368774414,-0.14703373610973358,-0.3814951777458191,0.449176162481308,-0.030515456572175026,-0.6839858889579773,0.4860183596611023,-0.0410488024353981,-0.8399988412857056,-0.8190315961837769,-0.017543645575642586,-0.5895215272903442,-0.3155759274959564,-0.028799813240766525,-0.4344725012779236,0.44603660702705383
A,0.0,0.0,1.89449942111969,-0.27778202295303345,-0.00512845441699028,0.6356961131095886,-0.5683897733688354,-0.21362797915935516,0.07013731449842453,-0.683705747127533,-0.5315523743629456,-0.5366379022598267,-0.5716832876205444,-0.7686945796012878,-0.8878043293952942,-0.501677930355072,-0.6076700091362,1.9049004316329956,-0.530009388923645,-0.8479917645454407,-0.04939940944314003,-0.4585014879703522,-0.602332353591919,-1.181581974029541,-0.4270569682121277,-0.43662187457084656,-1.6724746227264404,-0.34056949615478516,-0.6682144403457642,1.7197617292404175,-0.3519268333911896,-0.9109943509101868,-0.357128381729126,-0.2861984670162201,-0.5727126598358154,-0.8360060453414917,-0.27914953231811523,-0.3945857286453247,-0.6170734763145447,-0.1863783895969391,-0.6930682063102722,1.160035490989685,-0.1873268187046051,-0.9158987402915955,-0.9691587090492249,-0.1404428482055664,-0.5701416730880737,-0.49782469868659973,-0.1428695172071457,-0.38140788674354553,0.44462859630584717,-0.02409181371331215,-0.6784831881523132,0.48498648405075073,-0.03523273393511772,-0.8422762751579285,-0.8234760761260986,-0.012554969638586044,-0.5929974317550659,-0.32131335139274597,-0.022723615169525146,-0.4357793629169464,0.4352315068244934
A,0.0,0.0,1.8186421394348145,-0.27856507897377014,-0.017911061644554138,0.5555258989334106,-0.5656822323799133,-0.22412264347076416,-0.006913515739142895,-0.680060863494873,-0.538724422454834,-0.6197245717048645,-0.5697275400161743,-0.7747780680656433,-0.9703369140625,-0.4942929148674011,-0.6170636415481567,1.9495110511779785,-0.5193734765052795,-0.8545473217964172,-0.004897121340036392,-0.45384666323661804,-0.6072301268577576,-1.1515687704086304,-0.42627230286598206,-0.4420364499092102,-1.6553142070770264,-0.33561623096466064,-0.6770030856132507,1.7629629373550415,-0.34600573778152466,-0.9147452712059021,-0.31769758462905884,-0.28532248735427856,-0.5782998204231262,-0.8211925029754639,-0.2794247567653656,-0.40439099073410034,-0.6150952577590942,-0.18357780575752258,-0.7004989385604858,1.1906484365463257,-0.18308520317077637,-0.9208567142486572,-0.9386324286460876,-0.14126163721084595,-0.5791105031967163,-0.4806672930717468,-0.1447988599538803,-0.39371052384376526,0.45784473419189453,-0.022806275635957718,-0.6831194758415222,0.49963366985321045,-0.03249140456318855,-0.8447043895721436,-0.8018617033958435,-0.014057707041501999,-0.5982239842414856,-0.3040676712989807,-0.026059214025735855,-0.44277194142341614,0.45320719480514526
A,0.0,0.0,1.834808588027954,-0.27877065539360046,-0.01695687510073185,0.5642317533493042,-0.5658513903617859,-0.22505803406238556,-0.0032447625417262316,-0.6784638166427612,-0.5437347292900085,-0.6122542023658752,-0.5662768483161926,-0.7781335115432739,-0.9680016040802002,-0.49431851506233215,-0.6213118433952332,1.9259281158447266,-0.5167512893676758,-0.8561355471611023,-0.015998926013708115,-0.44871339201927185,-0.6090245246887207,-1.1572157144546509,-0.4188653826713562,-0.44166499376296997,-1.6524535417556763,-0.3351419270038605,-0.6807637214660645,1.7531602382659912,-0.3432454466819763,-0.9185617566108704,-0.3251808285713196,-0.28134724497795105,-0.5821002125740051,-0.8334729671478271,-0.2736417353153229,-0.4036363661289215,-0.6209102272987366,-0.18340621888637543,-0.704241156578064,1.2014973163604736,-0.18088702857494354,-0.9212891459465027,-0.9363223314285278,-0.13898888230323792,-0.578616201877594,-0.500018835067749,-0.1428510546684265,-0.39119580388069153,0.43617892265319824,-0.023825224488973618,-0.6851614117622375,0.5349109768867493,-0.03352751210331917,-0.8445627093315125,-0.7853487730026245,-0.013854476623237133,-0.5971168279647827,-0.2998019754886627,-0.025796590372920036,-0.44035786390304565,0.45951324701309204
A,0.0,0.0,1.8530908823013306,-0.27699437737464905,-0.012351607903838158,0.5721021890640259,-0.5657649040222168,-0.21893247961997986,-0.010431583039462566,-0.6821712851524353,-0.538153350353241,-0.6231878995895386,-0.5702663064002991,-0.7751606702804565,-0.9832402467727661,-0.49353283643722534,-0.6146590709686279,1.8845621347427368,-0.5189298987388611,-0.854816734790802,-0.05195210501551628,-0.45072439312934875,-0.6076984405517578,-1.1930540800094604,-0.4196372330188751,-0.4378769099712372,-1.6885607242584229,-0.3340763747692108,-0.6748616695404053,1.7318897247314453,-0.3440769910812378,-0.9163610339164734,-0.32516035437583923,-0.28167882561683655,-0.5789330005645752,-0.8262501358985901,-0.27460604906082153,-0.4002474546432495,-0.6216931343078613,-0.18184441328048706,-0.7000934481620789,1.2053104639053345,-0.18032369017601013,-0.9213235974311829,-0.9105097055435181,-0.13837991654872894,-0.5765600204467773,-0.47591349482536316,-0.1430898755788803,-0.38871312141418457,0.44586890935897827,-0.021176040172576904,-0.6842126846313477,0.5639945864677429,-0.02968006767332554,-0.8447317481040955,-0.7472375631332397,-0.01023562066257,-0.5954654812812805,-0.27172696590423584,-0.022896019741892815,-0.43841663002967834,0.4721040725708008
A,0.0,0.0,1.8519943952560425,-0.2760808765888214,-0.011424476280808449,0.5621716976165771,-0.5663201808929443,-0.22169844806194305,0.0064802090637385845,-0.6826356649398804,-0.5417920351028442,-0.5806401968002319,-0.5699118375778198,-0.7742900252342224,-0.9042511582374573,-0.49770334362983704,-0.6201115250587463,1.902037501335144,-0.5170007348060608,-0.8559849858283997,-0.054120633751153946,-0.44872891902923584,-0.6068546772003174,-1.1840801239013672,-0.42245030403137207,-0.4406604766845703,-1.6720298528671265,-0.33673807978630066,-0.678824782371521,1.743525505065918,-0.34429553151130676,-0.9167618155479431,-0.34502923488616943,-0.2814532220363617,-0.5780112147331238,-0.8319205045700073,-0.2775227427482605,-0.4016827940940857,-0.6071538329124451,-0.18359866738319397,-0.7038158178329468,1.2051037549972534,-0.18118411302566528,-0.9227028489112854,-0.9575130939483643,-0.13684101402759552,-0.5773822069168091,-0.49834394454956055,-0.14230336248874664,-0.39021605253219604,0.45593002438545227,-0.02226177230477333,-0.688232421875,0.5516320466995239,-0.030791480094194412,-0.8481897711753845,-0.7932453155517578,-0.009584442712366581,-0.5989370942115784,-0.30681055784225464,-0.02268056757748127,-0.4426078498363495,0.4562629163265228
A,0.0,0.0,1.8501760959625244,-0.27699917554855347,-0.01261718850582838,0.5874078869819641,-0.5664548873901367,-0.22218455374240875,0.042699214071035385,-0.6799172759056091,-0.5434284210205078,-0.5438640117645264,-0.5663787722587585,-0.7765766382217407,-0.8675832748413086,-0.49656111001968384,-0.6211300492286682,1.928425908088684,-0.5160460472106934,-0.8565608859062195,-0.03572974354028702,-0.4500497281551361,-0.6057031750679016,-1.1648365259170532,-0.4245551526546478,-0.44131460785865784,-1.6537666320800781,-0.33601972460746765,-0.6785784363746643,1.7508928775787354,-0.34376174211502075,-0.9151281118392944,-0.3519621789455414,-0.2821992337703705,-0.5761691927909851,-0.8360460996627808,-0.27767133712768555,-0.40128669142723083,-0.6076433062553406,-0.18311305344104767,-0.7027522325515747,1.1921991109848022,-0.1811332255601883,-0.9187271595001221,-0.9839674830436707,-0.1371617317199707,-0.5734025835990906,-0.5154924988746643,-0.14166595041751862,-0.38712215423583984,0.44660472869873047,-0.021558407694101334,-0.6864335536956787,0.5189598202705383,-0.031017310917377472,-0.8447111248970032,-0.8325515985488892,-0.011142744682729244,-0.5949788689613342,-0.34393882751464844,-0.024104448035359383,-0.4383179843425751,0.42001816630363464
A,0.0,0.0,1.8743118047714233,-0.2751275897026062,-0.006686038337647915,0.6001915335655212,-0.5651281476020813,-0.21653729677200317,0.0397363118827343,-0.6792067885398865,-0.5366824865341187,-0.5512543320655823,-0.5659783482551575,-0.7704817056655884,-0.8852401375770569,-0.4971633553504944,-0.6171300411224365,1.900999665260315,-0.5175601840019226,-0.8556468486785889,-0.05402693152427673,-0.45059114694595337,-0.6046589612960815,-1.1840955018997192,-0.4237683415412903,-0.4365207254886627,-1.6722514629364014,-0.3363717794418335,-0.6751047372817993,1.7331353425979614,-0.34335923194885254,-0.912645161151886,-0.3557355999946594,-0.2805592119693756,-0.5717121958732605,-0.841025710105896,-0.27659162878990173,-0.3959926664829254,-0.6166464686393738,-0.18334922194480896,-0.6986832618713379,1.1880193948745728,-0.18047460913658142,-0.915104866027832,-0.959392249584198,-0.13510635495185852,-0.5676848888397217,-0.49647560715675354,-0.1412288397550583,-0.383192777633667,0.44974401593208313,-0.022014299407601357,-0.6828065514564514,0.5273887515068054,-0.029069524258375168,-0.8398398160934448,-0.8085238933563232,-0.007230951450765133,-0.587293803691864,-0.3225152790546417,-0.021089516580104828,-0.4327106475830078,0.43365660309791565
A,0.0,0.0,1.906586766242981,-0.27666598558425903,-0.0023525776341557503,0.6412239670753479,-0.5679786801338196,-0.21342843770980835,0.09232638776302338,-0.6800224184989929,-0.5357480049133301,-0.48544466495513916,-0.5687687993049622,-0.7682626843452454,-0.8054912090301514,-0.5002292990684509,-0.6132097244262695,1.8926005363464355,-0.5180196166038513,-0.8553687930107117,-0.058583490550518036,-0.4525340497493744,-0.6034396886825562,-1.1892378330230713,-0.4275819957256317,-0.43169957399368286,-1.684607982635498,-0.33746349811553955,-0.6705684065818787,1.7161941528320312,-0.34330663084983826,-0.9124051332473755,-0.3677542805671692,-0.281065970659256,-0.5710906982421875,-0.8522202372550964,-0.278235524892807,-0.3921752870082855,-0.6400901079177856,-0.1835104078054428,-0.6944907307624817,1.1683131456375122,-0.17965444922447205,-0.9173754453659058,-0.9754036664962769,-0.13551567494869232,-0.5692303776741028,-0.502723217010498,-0.14356744289398193,-0.38042861223220825,0.4365563690662384,-0.02247493900358677,-0.6795504689216614,0.5059523582458496,-0.0279841311275959,-0.8379673957824707,-0.8413658738136292,-0.006507338024675846,-0.5846854448318481,-0.3540113568305969,-0.02135658636689186,-0.42865416407585144,0.39718061685562134
A,0.0,0.0,1.8975762128829956,-0.27792686223983765,-0.0033014097716659307,0.6560673117637634,-0.5704998970031738,-0.215277299284935,0.12786021828651428,-0.6842589974403381,-0.5372693538665771,-0.4374333322048187,-0.5722503066062927,-0.7669299840927124,-0.747575044631958,-0.5018869042396545,-0.6089261770248413,1.908659815788269,-0.521270751953125,-0.8533913493156433,-0.050254616886377335,-0.455949068069458,-0.6038509011268616,-1.1871788501739502,-0.42973190546035767,-0.4306583106517792,-1.6851433515548706,-0.33954447507858276,-0.6672014594078064,1.7143076658248901,-0.3468535840511322,-0.9123039841651917,-0.37901827692985535,-0.2842196226119995,-0.5715739130973816,-0.8543882966041565,-0.27960070967674255,-0.39121878147125244,-0.6317337155342102,-0.18539319932460785,-0.6928250789642334,1.1475468873977661,-0.18283109366893768,-0.9190162420272827,-1.0087124109268188,-0.13780418038368225,-0.5706443190574646,-0.5133408308029175,-0.14331179857254028,-0.38043418526649475,0.44635093212127686,-0.0237093735486269,-0.6797086000442505,0.46720993518829346,-0.031009096652269363,-0.8431371450424194,-0.8861634135246277,-0.008170335553586483,-0.5888245105743408,-0.37652650475502014,-0.020090794190764427,-0.43195289373397827,0.39189043641090393
A,0.0,0.0,1.9036163091659546,-0.27577489614486694,-0.010718676261603832,0.6661439538002014,-0.5639503598213196,-0.22048045694828033,0.10425354540348053,-0.6793689727783203,-0.5335260033607483,-0.4943501651287079,-0.5691840648651123,-0.7670063376426697,-0.8459824919700623,-0.5002051591873169,-0.6131333112716675,1.887728214263916,-0.5236123204231262,-0.8519566059112549,-0.04956897720694542,-0.45164966583251953,-0.6101070046424866,-1.1907178163528442,-0.4217570126056671,-0.43969523906707764,-1.6858911514282227,-0.33877065777778625,-0.671565055847168,1.705790638923645,-0.3451666235923767,-0.9110075235366821,-0.3610745668411255,-0.27964839339256287,-0.5750579237937927,-0.8612244129180908,-0.27554458379745483,-0.39322224259376526,-0.656262218952179,-0.18449731171131134,-0.6955713033676147,1.1603914499282837,-0.18089182674884796,-0.914189338684082,-0.9654730558395386,-0.13495245575904846,-0.5709271430969238,-0.527575671672821,-0.14066343009471893,-0.380598783493042,0.39563843607902527,-0.023344971239566803,-0.6796983480453491,0.5063620805740356,-0.03144726902246475,-0.8428014516830444,-0.8116673827171326,-0.007689882069826126,-0.5949123501777649,-0.3189869821071625,-0.019141308963298798,-0.43821337819099426,0.4388493597507477
